ProviderID,Name,Address,City,State,Zipcode,County,Type,PatientVolume,Rating,Emergency Department Volume (EDV),LeftBeforeBeingSeen,Percent_LeftBeforeBeingSeen,DoortoDiagnosis,Time_DoortoDiagnosis,Time_DoortoAdmittedtoHospital,Time_DoortoDischarge,Percent_StrokeCTScanwithin45mins ,Time_HeartAttackECG,Time_BrokenBonesPainMedication
90011,MEDSTAR WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,DC,20010,"DISTRICT OF COLUMBIA COUNTY, DC",Non-Profit,Very High,2,Very High,5 Percent or More,6,Severe Delay,92,581,265,,,41
93300,CHILDREN'S HOSPITAL NMC,"111 MICHIGAN AVE, NW",WASHINGTON,DC,20010,"DISTRICT OF COLUMBIA COUNTY, DC",Non-Profit,,,,,,,,,,,,
100001,UF HEALTH JACKSONVILLE,655 W 8TH ST,JACKSONVILLE,FL,32209,"DUVAL COUNTY, FL",Non-Profit,Very High,1,Very High,5 Percent or More,5,Some Delay,28,419,177,64,20,60
100002,BETHESDA HOSPITAL EAST,2815 S SEACREST BLVD,BOYNTON BEACH,FL,33435,"PALM BEACH COUNTY, FL",Non-Profit,Very High,3,Very High,1 Percent to 4 Percent,1,No Delay,17,258,144,,,50
100006,ORLANDO HEALTH,52 W UNDERWOOD ST,ORLANDO,FL,32806,"ORANGE COUNTY, FL",Non-Profit,Very High,4,Very High,1 Percent to 4 Percent,2,Some Delay,31,337,163,64,7,68
100007,FLORIDA HOSPITAL,601 E ROLLINS ST,ORLANDO,FL,32803,"ORANGE COUNTY, FL",Non-Profit,Very High,3,Very High,1 Percent to 4 Percent,2,Some Delay,33,310,172,67,8,66
100008,BAPTIST HOSPITAL OF MIAMI,8900 N KENDALL DR,MIAMI,FL,33176,"MIAMI-DADE COUNTY, FL",Non-Profit,Very High,2,Very High,1 Percent to 4 Percent,2,Severe Delay,62,557,242,,,37
100009,UMHC-UHEALTH TOWER,1450 NW 10 AVENUE DRIVE,MIAMI,FL,33136,"MIAMI-DADE COUNTY, FL",Non-Profit,High,2,High,1 Percent to 4 Percent,2,Some Delay,30,371,203,,,64
100012,LEE MEMORIAL HOSPITAL,2776 CLEVELAND AVE,FORT MYERS,FL,33901,"LEE COUNTY, FL",Government,Very High,2,Very High,1 Percent to 4 Percent,3,Delayed,43,314,178,62,6,59
100014,FLORIDA HOSPITAL NEW SMYRNA,401 PALMETTO ST,NEW SMYRNA BEACH,FL,32170,"VOLUSIA COUNTY, FL",Non-Profit,Medium,1,Medium,1 Percent to 4 Percent,2,Some Delay,33,353,150,83,10,76
100017,HALIFAX HEALTH MEDICAL CENTER,303 N CLYDE MORRIS BLVD,DAYTONA BEACH,FL,32114,"VOLUSIA COUNTY, FL",Government,Very High,1,Very High,1 Percent to 4 Percent,3,Some Delay,25,364,143,,,64
100018,NAPLES COMMUNITY HOSPITAL,350 7TH ST N,NAPLES,FL,34102,"COLLIER COUNTY, FL",Non-Profit,Very High,5,Very High,1 Percent to 4 Percent,1,Some Delay,28,282,137,33,,45
100019,HOLMES REGIONAL MEDICAL CENTER,1350 S HICKORY ST,MELBOURNE,FL,32901,"BREVARD COUNTY, FL",Non-Profit,Very High,4,Very High,1 Percent to 4 Percent,1,Some Delay,23,259,155,50,,22
100022,JACKSON MEMORIAL HOSPITAL,1611 NW 12TH AVE,MIAMI,FL,33136,"MIAMI-DADE COUNTY, FL",Government,Very High,1,Very High,5 Percent or More,7,Some Delay,39,545,234,58,,34
100023,CITRUS MEMORIAL HOSPITAL,502 W HIGHLAND BLVD,INVERNESS,FL,34452,"CITRUS COUNTY, FL",Government,Medium,1,Medium,Zero Percent,0,No Delay,9,376,182,91,,22
100025,SACRED HEART HOSPITAL,5151 N 9TH AVE,PENSACOLA,FL,32504,"ESCAMBIA COUNTY, FL",Non-Profit,Very High,4,Very High,1 Percent to 4 Percent,2,Delayed,43,337,180,,,59
100026,BAY MEDICAL CENTER SACRED HEART HEALTH SYSTEM,615 N BONITA AVE,PANAMA CITY,FL,32401,"BAY COUNTY, FL",Government,High,3,High,1 Percent to 4 Percent,3,Delayed,47,416,217,67,,71
100028,PARRISH MEDICAL CENTER,951 N WASHINGTON AVE,TITUSVILLE,FL,32796,"BREVARD COUNTY, FL",Government,High,3,High,5 Percent or More,6,Some Delay,30,348,178,72,,71
100029,NORTH SHORE MEDICAL CENTER,1100 NW 95TH ST,MIAMI,FL,33150,"MIAMI-DADE COUNTY, FL",For-Profit,Very High,1,Very High,1 Percent to 4 Percent,1,Some Delay,25,407,174,,,49
100030,HEALTH CENTRAL,10000 W COLONIAL DR,OCOEE,FL,34761,"ORANGE COUNTY, FL",Government,High,2,High,1 Percent to 4 Percent,3,Delayed,41,504,184,100,12,84
100032,BAYFRONT HEALTH - ST PETERSBURG,701 6TH ST S,SAINT PETERSBURG,FL,33701,"PINELLAS COUNTY, FL",Non-Profit,High,1,High,1 Percent to 4 Percent,4,Some Delay,24,254,178,,,58
100034,MOUNT SINAI MEDICAL CENTER,4300 ALTON RD,MIAMI BEACH,FL,33140,"MIAMI-DADE COUNTY, FL",For-Profit,Very High,4,Very High,1 Percent to 4 Percent,1,Some Delay,22,316,162,,,61
100035,MANATEE MEMORIAL HOSPITAL,206 2ND ST E,BRADENTON,FL,34208,"MANATEE COUNTY, FL",For-Profit,Very High,1,Very High,1 Percent to 4 Percent,1,Some Delay,22,308,125,,,49
100038,MEMORIAL REGIONAL HOSPITAL,3501 JOHNSON ST,HOLLYWOOD,FL,33021,"BROWARD COUNTY, FL",Government,Very High,4,Very High,1 Percent to 4 Percent,1,No Delay,15,316,133,58,10,38
100039,BROWARD HEALTH MEDICAL CENTER,1600 S ANDREWS AVE,FORT LAUDERDALE,FL,33316,"BROWARD COUNTY, FL",Government,Very High,1,Very High,1 Percent to 4 Percent,1,No Delay,18,364,162,,,33
100040,ST VINCENT'S MEDICAL CENTER RIVERSIDE,1 SHIRCLIFF WAY,JACKSONVILLE,FL,32204,"DUVAL COUNTY, FL",Non-Profit,High,2,High,1 Percent to 4 Percent,3,Some Delay,36,340,178,55,,73
100043,MEASE DUNEDIN HOSPITAL,601 MAIN ST,DUNEDIN,FL,34698,"PINELLAS COUNTY, FL",Non-Profit,Medium,4,Medium,1 Percent to 4 Percent,1,Some Delay,21,272,134,,10,36
100044,MARTIN MEDICAL CENTER,200 SE HOSPITAL AVE,STUART,FL,34995,"MARTIN COUNTY, FL",Non-Profit,Very High,2,Very High,1 Percent to 4 Percent,1,No Delay,5,410,159,78,,48
100045,FLORIDA HOSPITAL DELAND,701 W PLYMOUTH AVE,DELAND,FL,32720,"VOLUSIA COUNTY, FL",Non-Profit,High,3,High,1 Percent to 4 Percent,1,Some Delay,21,264,122,93,,59
100046,FLORIDA HOSPITAL ZEPHYRHILLS,7050 GALL BLVD,ZEPHYRHILLS,FL,33541,"PASCO COUNTY, FL",Non-Profit,Medium,2,Medium,1 Percent to 4 Percent,2,No Delay,18,274,128,86,,62
100047,BAYFRONT HEALTH PUNTA GORDA,809 E MARION AVE,PUNTA GORDA,FL,33950,"CHARLOTTE COUNTY, FL",For-Profit,Low,1,Low,1 Percent to 4 Percent,1,No Delay,15,262,118,,2,46
100048,JAY HOSPITAL,14114 ALABAMA ST,JAY,FL,32565,"SANTA ROSA COUNTY, FL",Non-Profit,Low,4,Low,1 Percent to 4 Percent,1,Delayed,54,241,104,,7,75
100049,HIGHLANDS REGIONAL MEDICAL CENTER,3600 S HIGHLANDS AVE,SEBRING,FL,33870,"HIGHLANDS COUNTY, FL",For-Profit,Medium,2,Medium,1 Percent to 4 Percent,2,No Delay,17,238,134,,15,58
100050,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,1475 W 49TH ST,HIALEAH,FL,33012,"MIAMI-DADE COUNTY, FL",Non-Profit,Low,1,Low,1 Percent to 4 Percent,2,Delayed,44,340,258,,24,90
100051,SOUTH LAKE HOSPITAL,1900 DON WICKHAM DR,CLERMONT,FL,34711,"LAKE COUNTY, FL",Government,High,3,High,1 Percent to 4 Percent,1,Some Delay,31,320,163,,8,56
100052,WINTER HAVEN HOSPITAL,200 AVE F NE,WINTER HAVEN,FL,33881,"POLK COUNTY, FL",Non-Profit,Very High,2,Very High,1 Percent to 4 Percent,2,Delayed,46,332,200,58,,72
100053,HIALEAH HOSPITAL,651 E 25TH ST,HIALEAH,FL,33013,"MIAMI-DADE COUNTY, FL",For-Profit,High,1,High,1 Percent to 4 Percent,1,No Delay,10,360,172,,13,54
100054,TWIN CITIES HOSPITAL,2190 HWY 85 N,NICEVILLE,FL,32578,"OKALOOSA COUNTY, FL",For-Profit,Low,4,Low,1 Percent to 4 Percent,1,No Delay,9,239,124,75,6,28
100055,FLORIDA HOSPITAL NORTH PINELLAS,1395 S PINELLAS AVE,TARPON SPRINGS,FL,34689,"PINELLAS COUNTY, FL",Non-Profit,Medium,4,Medium,1 Percent to 4 Percent,1,No Delay,16,215,128,100,4,46
100057,FLORIDA HOSPITAL WATERMAN,1000 WATERMAN WAY,TAVARES,FL,32778,"LAKE COUNTY, FL",Non-Profit,Very High,3,Very High,1 Percent to 4 Percent,3,Some Delay,39,296,192,40,,84
100062,MUNROE REGIONAL MEDICAL CENTER,1500 SW 1ST AVE,OCALA,FL,34474,"MARION COUNTY, FL",Government,Very High,2,Very High,1 Percent to 4 Percent,3,Some Delay,23,345,122,85,,46
100063,MORTON PLANT NORTH BAY HOSPITAL,6600 MADISON ST,NEW PORT RICHEY,FL,34652,"PASCO COUNTY, FL",Non-Profit,Medium,2,Medium,5 Percent or More,5,Delayed,51,329,172,,9,53
100067,ST ANTHONYS HOSPITAL,1200 SEVENTH AVE N,SAINT PETERSBURG,FL,33705,"PINELLAS COUNTY, FL",Non-Profit,Very High,2,Very High,1 Percent to 4 Percent,3,Some Delay,34,314,190,,,79
100068,FLORIDA HOSPITAL MEMORIAL MEDICAL CENTER,301 MEMORIAL MEDICAL PARKWAY,DAYTONA BEACH,FL,32117,"VOLUSIA COUNTY, FL",Non-Profit,High,4,High,1 Percent to 4 Percent,2,Some Delay,20,316,140,100,5,64
100069,FLORIDA HOSPITAL CARROLLWOOD,7171 N DALE MABRY HWY,TAMPA,FL,33614,"HILLSBOROUGH COUNTY, FL",Non-Profit,Medium,2,Medium,1 Percent to 4 Percent,2,No Delay,16,244,146,,6,49
100070,VENICE REGIONAL MEDICAL CENTER - BAYFRONT HEALTH,540 THE RIALTO,VENICE,FL,34285,"SARASOTA COUNTY, FL",For-Profit,Medium,2,Medium,1 Percent to 4 Percent,1,No Delay,10,260,151,,,46
100071,BAYFRONT HEALTH BROOKSVILLE,17240 CORTEZ BLVD,BROOKSVILLE,FL,34601,"HERNANDO COUNTY, FL",Non-Profit,High,2,High,1 Percent to 4 Percent,2,No Delay,15,296,134,77,6,45
100072,FLORIDA HOSPITAL FISH MEMORIAL,1055 SAXON BLVD,ORANGE CITY,FL,32763,"VOLUSIA COUNTY, FL",Non-Profit,Very High,2,Very High,1 Percent to 4 Percent,2,Some Delay,26,327,157,89,9,71
100073,HOLY CROSS HOSPITAL,4725 N FEDERAL HWY,FORT LAUDERDALE,FL,33308,"BROWARD COUNTY, FL",Non-Profit,High,3,High,1 Percent to 4 Percent,1,No Delay,14,298,161,,,54
100075,ST JOSEPHS HOSPITAL,3001 W MARTIN LUTHER KING JR BLVD,TAMPA,FL,33677,"HILLSBOROUGH COUNTY, FL",Non-Profit,Very High,4,Very High,1 Percent to 4 Percent,2,Some Delay,27,247,141,8,9,38
100077,BAYFRONT HEALTH PORT CHARLOTTE,2500 HARBOR BLVD,PORT CHARLOTTE,FL,33952,"CHARLOTTE COUNTY, FL",For-Profit,Medium,1,Medium,1 Percent to 4 Percent,2,Some Delay,21,326,142,,,41
100080,JFK MEDICAL CENTER,5301 S CONGRESS AVE,ATLANTIS,FL,33462,"PALM BEACH COUNTY, FL",For-Profit,Very High,1,Very High,1 Percent to 4 Percent,1,No Delay,4,274,139,,7,33
100081,HEALTHMARK REGIONAL MEDICAL CENTER,4413 US HWY 331 S,DEFUNIAK SPRINGS,FL,32435,"WALTON COUNTY, FL",For-Profit,Low,2,Low,1 Percent to 4 Percent,1,Some Delay,34,226,83,,14,62
100084,LEESBURG REGIONAL MEDICAL CENTER,600 E DIXIE AVE,LEESBURG,FL,34748,"LAKE COUNTY, FL",Non-Profit,Medium,2,Medium,1 Percent to 4 Percent,3,Some Delay,29,436,182,,,15
100086,BROWARD HEALTH NORTH,201 E SAMPLE RD,POMPANO BEACH,FL,33064,"BROWARD COUNTY, FL",Government,Very High,1,Very High,1 Percent to 4 Percent,1,No Delay,16,352,156,,,46
100087,SARASOTA MEMORIAL HOSPITAL,1700 S TAMIAMI TRL,SARASOTA,FL,34239,"SARASOTA COUNTY, FL",Government,Very High,5,Very High,1 Percent to 4 Percent,1,Delayed,46,273,163,,15,58
100088,BAPTIST MEDICAL CENTER JACKSONVILLE,800 PRUDENTIAL DR,JACKSONVILLE,FL,32207,"DUVAL COUNTY, FL",Non-Profit,Very High,4,Very High,1 Percent to 4 Percent,1,Some Delay,28,386,143,39,6,60
100090,FLAGLER HOSPITAL,400 HEALTH PARK BLVD,SAINT AUGUSTINE,FL,32086,"SAINT JOHNS COUNTY, FL",Non-Profit,High,2,High,1 Percent to 4 Percent,1,No Delay,12,279,134,88,4,44
100092,STEWARD ROCKLEDGE HOSPITAL,110 LONGWOOD AVE,ROCKLEDGE,FL,32955,"BREVARD COUNTY, FL",Non-Profit,High,2,High,1 Percent to 4 Percent,1,No Delay,15,285,120,100,4,37
100093,BAPTIST HOSPITAL,1000 W MORENO ST,PENSACOLA,FL,32501,"ESCAMBIA COUNTY, FL",Non-Profit,Very High,4,Very High,1 Percent to 4 Percent,1,Some Delay,24,290,162,,,67
100099,LAKE WALES MEDICAL CENTER,410 S 11TH ST,LAKE WALES,FL,33853,"POLK COUNTY, FL",For-Profit,Medium,1,Medium,1 Percent to 4 Percent,2,Some Delay,24,338,131,,6,62
100102,SHANDS LAKE SHORE REGIONAL MEDICAL CENTER,368 NE FRANKLIN ST,LAKE CITY,FL,32055,"COLUMBIA COUNTY, FL",Non-Profit,Medium,3,Medium,1 Percent to 4 Percent,3,No Delay,16,326,138,,3,46
100105,INDIAN RIVER MEDICAL CENTER,1000 36TH ST,VERO BEACH,FL,32960,"INDIAN RIVER COUNTY, FL",Government,Very High,2,Very High,1 Percent to 4 Percent,2,No Delay,15,301,153,94,,65
100106,DOCTOR'S MEMORIAL HOSPITAL INC,333 N BYRON BUTLER PKWY,PERRY,FL,32348,"TAYLOR COUNTY, FL",Non-Profit,Low,3,Low,1 Percent to 4 Percent,4,Delayed,42,315,159,,10,63
100107,LEHIGH REGIONAL MEDICAL CENTER,1500 LEE BLVD,LEHIGH ACRES,FL,33936,"LEE COUNTY, FL",Non-Profit,Medium,1,Medium,1 Percent to 4 Percent,3,Some Delay,33,309,111,,,50
100109,FLORIDA HOSPITAL HEARTLAND MEDICAL CENTER,4200 SUN N LAKE BLVD,SEBRING,FL,33871,"HIGHLANDS COUNTY, FL",Non-Profit,High,3,High,1 Percent to 4 Percent,1,No Delay,18,276,129,97,6,50
100110,OSCEOLA REGIONAL MEDICAL CENTER,700 WEST OAK STREET,KISSIMMEE,FL,34741,"OSCEOLA COUNTY, FL",For-Profit,Very High,2,Very High,1 Percent to 4 Percent,1,No Delay,4,364,128,100,10,29
100113,UF HEALTH SHANDS HOSPITAL,1600 SW ARCHER RD,GAINESVILLE,FL,32610,"ALACHUA COUNTY, FL",Non-Profit,Very High,2,Very High,5 Percent or More,5,Some Delay,32,421,206,,8,57
100117,BAPTIST MEDICAL CENTER - BEACHES,1350 13TH AVE S,JACKSONVILLE BEACH,FL,32250,"DUVAL COUNTY, FL",Non-Profit,Medium,4,Medium,Zero Percent,0,Some Delay,27,286,156,50,8,55
100118,FLORIDA HOSPITAL FLAGLER,60 MEMORIAL MEDICAL PKWY,PALM COAST,FL,32164,"FLAGLER COUNTY, FL",Non-Profit,High,2,High,1 Percent to 4 Percent,2,No Delay,18,295,170,88,7,61
100121,BARTOW REGIONAL MEDICAL CENTER,2200 OSPREY BLVD,BARTOW,FL,33831,"POLK COUNTY, FL",For-Profit,Medium,2,Medium,1 Percent to 4 Percent,1,No Delay,16,249,122,,6,32
100122,NORTH OKALOOSA MEDICAL CENTER,151 REDSTONE AVE SE,CRESTVIEW,FL,32539,"OKALOOSA COUNTY, FL",Non-Profit,Medium,4,Medium,1 Percent to 4 Percent,2,No Delay,19,289,128,82,4,66
100124,SANTA ROSA MEDICAL CENTER,6002 BERRYHILL RD,MILTON,FL,32570,"SANTA ROSA COUNTY, FL",For-Profit,Medium,3,Medium,1 Percent to 4 Percent,2,No Delay,12,246,130,,6,50
100125,HOMESTEAD HOSPITAL,975 BAPTIST WAY,HOMESTEAD,FL,33033,"MIAMI-DADE COUNTY, FL",Non-Profit,Very High,2,Very High,1 Percent to 4 Percent,2,Some Delay,36,480,198,73,0,50
100126,PALMS OF PASADENA HOSPITAL,1501 PASADENA AVE S,SAINT PETERSBURG,FL,33707,"PINELLAS COUNTY, FL",For-Profit,Low,1,Low,Zero Percent,0,No Delay,6,177,127,,,28
100127,MORTON PLANT HOSPITAL,300 PINELLAS ST,CLEARWATER,FL,33756,"PINELLAS COUNTY, FL",Non-Profit,Very High,3,Very High,1 Percent to 4 Percent,1,Some Delay,26,291,153,,8,39
100128,TAMPA GENERAL HOSPITAL,1 TAMPA GENERAL CIR,TAMPA,FL,33606,"HILLSBOROUGH COUNTY, FL",Non-Profit,Very High,1,Very High,1 Percent to 4 Percent,2,Some Delay,36,374,240,,,64
100130,LAKESIDE MEDICAL CENTER,39200 HOOKER HWY,BELLE GLADE,FL,33430,"PALM BEACH COUNTY, FL",Government,Medium,2,Medium,Zero Percent,0,No Delay,6,240,108,,7,33
100131,AVENTURA HOSPITAL AND MEDICAL CENTER,20900 BISCAYNE BLVD,AVENTURA,FL,33180,"MIAMI-DADE COUNTY, FL",Non-Profit,Very High,2,Very High,1 Percent to 4 Percent,1,No Delay,7,253,151,,,31
100132,SOUTH FLORIDA BAPTIST HOSPITAL,301 N ALEXANDER ST,PLANT CITY,FL,33563,"HILLSBOROUGH COUNTY, FL",Non-Profit,Medium,3,Medium,1 Percent to 4 Percent,3,Some Delay,25,305,153,,10,33
100134,ED FRASER MEMORIAL HOSPITAL,159 N 3RD ST,MACCLENNY,FL,32063,"BAKER COUNTY, FL",Government,,,,,,Some Delay,32,331,146,,6,67
100135,TALLAHASSEE MEMORIAL HOSPITAL,1300 MICCOSUKEE RD,TALLAHASSEE,FL,32308,"LEON COUNTY, FL",Non-Profit,Very High,4,Very High,1 Percent to 4 Percent,4,Some Delay,38,354,191,,,68
100137,HEART OF FLORIDA REGIONAL MEDICAL CENTER,40100 US HWY 27 N,DAVENPORT,FL,33837,"POLK COUNTY, FL",For-Profit,High,1,High,1 Percent to 4 Percent,3,No Delay,19,328,121,,,45
100140,BAPTIST MEDICAL CENTER - NASSAU,1250 S 18TH ST,FERNANDINA BEACH,FL,32034,"NASSAU COUNTY, FL",Government,Medium,4,Medium,Zero Percent,0,Some Delay,36,347,155,75,7,64
100142,JACKSON HOSPITAL,4250 HOSPITAL DR,MARIANNA,FL,32446,"JACKSON COUNTY, FL",Government,Medium,2,Medium,1 Percent to 4 Percent,1,No Delay,17,197,82,,7,49
100150,LOWER KEYS MEDICAL CENTER,5900 COLLEGE ROAD,KEY WEST,FL,33040,"MONROE COUNTY, FL",For-Profit,Medium,2,Medium,1 Percent to 4 Percent,2,No Delay,13,239,100,,2,29
100151,MAYO CLINIC,4500 SAN PABLO RD,JACKSONVILLE,FL,32224,"DUVAL COUNTY, FL",Non-Profit,Medium,4,Medium,1 Percent to 4 Percent,1,Delayed,44,245,185,,,46
100154,SOUTH MIAMI HOSPITAL,6200 SW 73RD ST,SOUTH MIAMI,FL,33143,"MIAMI-DADE COUNTY, FL",Non-Profit,Medium,2,Medium,1 Percent to 4 Percent,2,Some Delay,27,346,256,78,,36
100156,LAKE CITY MEDICAL CENTER,340 NW COMMERCE DR,LAKE CITY,FL,32055,"COLUMBIA COUNTY, FL",Non-Profit,Medium,4,Medium,Zero Percent,0,No Delay,4,266,112,83,6,20
100157,LAKELAND REGIONAL MEDICAL CENTER,1324 LAKELAND HILLS BLVD,LAKELAND,FL,33805,"POLK COUNTY, FL",Non-Profit,Very High,1,Very High,Zero Percent,0,No Delay,19,164,139,,,40
100161,CENTRAL FLORIDA REGIONAL HOSPITAL,1401 W SEMINOLE BLVD,SANFORD,FL,32771,"SEMINOLE COUNTY, FL",For-Profit,Very High,2,Very High,1 Percent to 4 Percent,1,No Delay,5,250,151,,7,29
100166,DOCTORS HOSPITAL OF SARASOTA,5731 BEE RIDGE RD,SARASOTA,FL,34233,"SARASOTA COUNTY, FL",For-Profit,Medium,5,Medium,Zero Percent,0,No Delay,6,196,138,,,25
100167,PLANTATION GENERAL HOSPITAL,401 NW 42ND AVE,PLANTATION,FL,33317,"BROWARD COUNTY, FL",For-Profit,Very High,3,Very High,1 Percent to 4 Percent,1,No Delay,7,246,132,,24,30
100168,BOCA RATON REGIONAL HOSPITAL,800 MEADOWS RD,BOCA RATON,FL,33486,"PALM BEACH COUNTY, FL",Non-Profit,High,2,High,1 Percent to 4 Percent,1,No Delay,14,227,137,64,,30
100173,FLORIDA HOSPITAL TAMPA,3100 E FLETCHER AVE,TAMPA,FL,33613,"HILLSBOROUGH COUNTY, FL",Non-Profit,Very High,1,Very High,1 Percent to 4 Percent,1,No Delay,13,242,159,,,40
100175,DESOTO MEMORIAL HOSPITAL,900 N ROBERT AVE,ARCADIA,FL,34265,"DE SOTO COUNTY, FL",Non-Profit,Low,3,Low,1 Percent to 4 Percent,2,No Delay,4,250,129,62,6,58
100176,PALM BEACH GARDENS MEDICAL CENTER,3360 BURNS RD,PALM BEACH GARDENS,FL,33410,"PALM BEACH COUNTY, FL",For-Profit,Medium,3,Medium,Zero Percent,0,No Delay,8,206,141,91,,37
100177,CAPE CANAVERAL HOSPITAL,701 W COCOA BEACH CAUSEWAY,COCOA BEACH,FL,32932,"BREVARD COUNTY, FL",Non-Profit,Medium,4,Medium,1 Percent to 4 Percent,2,Some Delay,32,255,144,67,,23
100179,MEMORIAL HOSPITAL JACKSONVILLE,3625 UNIVERSITY BLVD S,JACKSONVILLE,FL,32216,"DUVAL COUNTY, FL",For-Profit,Very High,1,Very High,1 Percent to 4 Percent,1,No Delay,6,276,120,80,3,27
100180,ST PETERSBURG GENERAL HOSPITAL,6500 38TH AVE N,SAINT PETERSBURG,FL,33710,"PINELLAS COUNTY, FL",For-Profit,High,1,High,1 Percent to 4 Percent,1,No Delay,8,218,119,,11,27
100181,LARKIN COMMUNITY HOSPITAL,7031 SW 62ND AVE,SOUTH MIAMI,FL,33143,"MIAMI-DADE COUNTY, FL",For-Profit,Low,2,Low,Zero Percent,0,No Delay,15,264,239,,,
100183,CORAL GABLES HOSPITAL,3100 DOUGLAS RD,CORAL GABLES,FL,33134,"MIAMI-DADE COUNTY, FL",For-Profit,Medium,3,Medium,Zero Percent,0,No Delay,15,267,165,,10,51
100187,PALMETTO GENERAL HOSPITAL,2001 W 68TH ST,HIALEAH,FL,33016,"MIAMI-DADE COUNTY, FL",For-Profit,Very High,2,Very High,1 Percent to 4 Percent,2,No Delay,17,338,156,,,55
100189,NORTHWEST MEDICAL CENTER,2801 N STATE RD 7,MARGATE,FL,33063,"BROWARD COUNTY, FL",For-Profit,Very High,2,Very High,Zero Percent,0,No Delay,7,292,146,,,30
100191,MEDICAL CENTER OF TRINITY,"9330 SR 54, STE 401",TRINITY,FL,34655,"PASCO COUNTY, FL",For-Profit,Very High,2,Very High,1 Percent to 4 Percent,1,No Delay,9,257,162,88,6,28
100200,BROWARD HEALTH IMPERIAL POINT,6401 N FEDERAL HWY,FORT LAUDERDALE,FL,33308,"BROWARD COUNTY, FL",Government,High,3,High,Zero Percent,0,No Delay,10,237,112,,10,40
100204,NORTH FLORIDA REGIONAL MEDICAL CENTER,6500 NEWBERRY RD,GAINESVILLE,FL,32605,"ALACHUA COUNTY, FL",For-Profit,Very High,3,Very High,Zero Percent,0,No Delay,7,274,185,,,25
100206,MEMORIAL HOSPITAL OF TAMPA,2901 W SWANN AVE,TAMPA,FL,33609,"HILLSBOROUGH COUNTY, FL",For-Profit,Low,2,Low,Zero Percent,0,No Delay,6,240,130,,,22
100209,KENDALL REGIONAL MEDICAL CENTER,11750 BIRD RD,MIAMI,FL,33175,"MIAMI-DADE COUNTY, FL",For-Profit,Very High,2,Very High,1 Percent to 4 Percent,2,No Delay,4,296,136,,,27
100211,BAYFRONT HEALTH DADE CITY,13100 FT KING RD,DADE CITY,FL,33525,"PASCO COUNTY, FL",For-Profit,Low,2,Low,1 Percent to 4 Percent,2,No Delay,11,227,124,,,56
100212,OCALA REGIONAL MEDICAL CENTER,1431 SW 1ST AVE,OCALA,FL,34478,"MARION COUNTY, FL",For-Profit,Very High,1,Very High,1 Percent to 4 Percent,1,No Delay,3,318,148,86,13,45
100213,BLAKE MEDICAL CENTER,2020 59TH ST W,BRADENTON,FL,34209,"MANATEE COUNTY, FL",For-Profit,High,1,High,1 Percent to 4 Percent,1,No Delay,7,260,172,,,22
100217,STEWARD SEBASTIAN RIVER MEDICAL CENTER,13695 US HWY 1,SEBASTIAN,FL,32978,"INDIAN RIVER COUNTY, FL",For-Profit,Medium,2,Medium,1 Percent to 4 Percent,1,No Delay,14,288,107,67,,56
100220,GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM,13681 DOCTORS WAY,FORT MYERS,FL,33912,"LEE COUNTY, FL",Government,Very High,2,Very High,1 Percent to 4 Percent,1,Delayed,48,358,220,71,9,65
100223,FORT WALTON BEACH MEDICAL CENTER,1000 MAR-WALT DR,FORT WALTON BEACH,FL,32547,"OKALOOSA COUNTY, FL",For-Profit,Very High,3,Very High,1 Percent to 4 Percent,1,No Delay,8,279,148,,,28
100224,UNIVERSITY HOSPITAL AND MEDICAL CENTER,7201 N UNIVERSITY DR,TAMARAC,FL,33321,"BROWARD COUNTY, FL",For-Profit,High,2,High,1 Percent to 4 Percent,1,No Delay,5,253,142,,17,28
100226,ORANGE PARK MEDICAL CENTER,2001 KINGSLEY AVE,ORANGE PARK,FL,32073,"CLAY COUNTY, FL",Non-Profit,Very High,2,Very High,1 Percent to 4 Percent,1,No Delay,6,253,111,,10,28
100228,WESTSIDE REGIONAL MEDICAL CENTER,8201 W BROWARD BLVD,PLANTATION,FL,33324,"BROWARD COUNTY, FL",For-Profit,Very High,2,Very High,Zero Percent,0,No Delay,6,267,131,,,29
100230,MEMORIAL HOSPITAL PEMBROKE,7800 SHERIDAN ST,PEMBROKE PINES,FL,33024,"BROWARD COUNTY, FL",Government,Very High,4,Very High,1 Percent to 4 Percent,1,No Delay,13,322,114,,5,57
100231,WEST FLORIDA HOSPITAL,8383 N DAVIS HWY,PENSACOLA,FL,32514,"ESCAMBIA COUNTY, FL",For-Profit,Very High,3,Very High,1 Percent to 4 Percent,1,No Delay,8,223,161,95,,23
100232,PUTNAM COMMUNITY MEDICAL CENTER,611 ZEAGLER DR,PALATKA,FL,32177,"PUTNAM COUNTY, FL",For-Profit,Low,2,Low,1 Percent to 4 Percent,1,No Delay,5,211,107,86,5,31
100236,FAWCETT MEMORIAL HOSPITAL,21298 OLEAN BLVD,PORT CHARLOTTE,FL,33952,"CHARLOTTE COUNTY, FL",For-Profit,Medium,1,Medium,Zero Percent,0,No Delay,4,223,161,100,,41
